id,question,answer,topic,difficulty
1376,Write a SQL query to perform a INNER JOIN between employees and departments on the dept_id column.,SELECT * FROM employees INNER JOIN departments ON employees.dept_id=departments.dept_id,JOIN,Medium
1377,Write a SQL query to perform a LEFT JOIN between sales and products on the product_id column.,SELECT * FROM sales LEFT JOIN products ON sales.product_id=products.product_id,JOIN,Hard
1378,Write a SQL query to find the minimum value of customer_id in the orders table.,SELECT MIN(customer_id) FROM orders,AGGREGATE FUNCTIONS,Easy
1379,Write a SQL query to find the minimum value of status in the orders table.,SELECT MIN(status) FROM orders,AGGREGATE FUNCTIONS,Easy
1380,Write a SQL query to retrieve all records from departments sorted by location in ascending order.,SELECT * FROM departments ORDER BY location ASC,ORDER BY,Easy
1381,Write a SQL query to find the maximum value of budget in the departments table.,SELECT MAX(budget) FROM departments,AGGREGATE FUNCTIONS,Easy
1382,Write a SQL query to perform a RIGHT JOIN between students and courses on the course_id column.,SELECT * FROM students RIGHT JOIN courses ON students.course_id=courses.course_id,JOIN,Hard
1383,Write a SQL query to select the category and product_id columns from the products table.,"SELECT category,product_id FROM products",SELECT,Medium
1384,Write a SQL query to retrieve all records from departments sorted by dept_name in descending order.,SELECT * FROM departments ORDER BY dept_name DESC,ORDER BY,Medium
1385,Write a SQL query to calculate the average of origin in the flights table.,SELECT AVG(origin) FROM flights,AGGREGATE FUNCTIONS,Medium
1386,Write a SQL query to retrieve all records from the books table.,SELECT * FROM books,SELECT,Easy
1387,Write a SQL query to retrieve all records from the customers table.,SELECT * FROM customers,SELECT,Easy
1388,Write a SQL query to find the count for each total_amount in the orders table.,"SELECT total_amount,COUNT(*) FROM orders GROUP BY total_amount",GROUP BY,Easy
1389,Write a SQL query to find the sum for each hire_date in the employees table.,"SELECT hire_date,SUM(emp_name) FROM employees GROUP BY hire_date",GROUP BY,Medium
1390,Write a SQL query to find the max for each course in the students table.,"SELECT course,MAX(course) FROM students GROUP BY course",GROUP BY,Medium
1391,Write a SQL query to retrieve all records from sales sorted by sale_date in descending order.,SELECT * FROM sales ORDER BY sale_date DESC,ORDER BY,Medium
1392,Write a SQL query to perform a LEFT JOIN between employees and departments on the dept_id column.,SELECT * FROM employees LEFT JOIN departments ON employees.dept_id=departments.dept_id,JOIN,Hard
1393,Write a SQL query to select all records from customers where last_name = 74.,SELECT * FROM customers WHERE last_name=74,WHERE,Easy
1394,Write a SQL query to find the minimum value of title in the books table.,SELECT MIN(title) FROM books,AGGREGATE FUNCTIONS,Easy
1395,Write a SQL query to retrieve all records from the orders table.,SELECT * FROM orders,SELECT,Easy
1396,Write a SQL query to select all records from orders where order_date <= 61.,SELECT * FROM orders WHERE order_date<=61,WHERE,Hard
1397,Write a SQL query to find the sum for each course_name in the courses table.,"SELECT course_name,SUM(credits) FROM courses GROUP BY course_name",GROUP BY,Medium
1398,Write a SQL query to retrieve all records from departments sorted by manager in descending order.,SELECT * FROM departments ORDER BY manager DESC,ORDER BY,Medium
1399,Write a SQL query to select the price and destination columns from the flights table.,"SELECT price,destination FROM flights",SELECT,Medium
1400,Write a SQL query to select all records from customers where city >= 5.,SELECT * FROM customers WHERE city>=5,WHERE,Hard
1401,Write a SQL query to find the min for each price in the products table.,"SELECT price,MIN(product_id) FROM products GROUP BY price",GROUP BY,Medium
1402,Write a SQL query to select all records from customers where last_name < 16.,SELECT * FROM customers WHERE last_name<16,WHERE,Medium
1403,Write a SQL query to select the age and name columns from the students table.,"SELECT age,name FROM students",SELECT,Medium
1404,Write a SQL query to find the maximum value of product_id in the products table.,SELECT MAX(product_id) FROM products,AGGREGATE FUNCTIONS,Easy
1405,Write a SQL query to find the count for each product_id in the products table.,"SELECT product_id,COUNT(*) FROM products GROUP BY product_id",GROUP BY,Easy
1406,Write a SQL query to select all records from employees where emp_name < 53.,SELECT * FROM employees WHERE emp_name<53,WHERE,Medium
1407,Write a SQL query to count the number of records in the customers table.,SELECT COUNT(*) FROM customers,AGGREGATE FUNCTIONS,Easy
1408,Write a SQL query to find the minimum value of location in the departments table.,SELECT MIN(location) FROM departments,AGGREGATE FUNCTIONS,Easy
1409,Write a SQL query to perform a INNER JOIN between students and courses on the course_id column.,SELECT * FROM students INNER JOIN courses ON students.course_id=courses.course_id,JOIN,Medium
1410,Write a SQL query to select all records from customers where first_name < 62.,SELECT * FROM customers WHERE first_name<62,WHERE,Medium
1411,Write a SQL query to select all records from sales where sale_date >= 85.,SELECT * FROM sales WHERE sale_date>=85,WHERE,Hard
1412,Write a SQL query to find the sum for each age in the students table.,"SELECT age,SUM(name) FROM students GROUP BY age",GROUP BY,Medium
1413,Write a SQL query to select all records from flights where destination >= 16.,SELECT * FROM flights WHERE destination>=16,WHERE,Hard
1414,Write a SQL query to perform a LEFT JOIN between employees and departments on the dept_id column.,SELECT * FROM employees LEFT JOIN departments ON employees.dept_id=departments.dept_id,JOIN,Hard
1415,Write a SQL query to select all records from employees where salary > 89.,SELECT * FROM employees WHERE salary>89,WHERE,Medium
1416,Write a SQL query to find the minimum value of location in the departments table.,SELECT MIN(location) FROM departments,AGGREGATE FUNCTIONS,Easy
1417,Write a SQL query to find the minimum value of quantity in the sales table.,SELECT MIN(quantity) FROM sales,AGGREGATE FUNCTIONS,Easy
1418,Write a SQL query to select all records from flights where origin < 11.,SELECT * FROM flights WHERE origin<11,WHERE,Medium
1419,Write a SQL query to calculate the average of student_id in the students table.,SELECT AVG(student_id) FROM students,AGGREGATE FUNCTIONS,Medium
1420,Write a SQL query to select distinct values of emp_name and hire_date from employees.,"SELECT DISTINCT emp_name,hire_date FROM employees",SELECT,Hard
1421,Write a SQL query to perform a INNER JOIN between sales and products on the product_id column.,SELECT * FROM sales INNER JOIN products ON sales.product_id=products.product_id,JOIN,Medium
1422,Write a SQL query to retrieve all records from books sorted by genre in ascending order.,SELECT * FROM books ORDER BY genre ASC,ORDER BY,Easy
1423,Write a SQL query to find the sum for each first_name in the customers table.,"SELECT first_name,SUM(email) FROM customers GROUP BY first_name",GROUP BY,Medium
1424,Write a SQL query to select the book_id and genre columns from the books table.,"SELECT book_id,genre FROM books",SELECT,Medium
1425,Write a SQL query to perform a LEFT JOIN between employees and departments on the dept_id column.,SELECT * FROM employees LEFT JOIN departments ON employees.dept_id=departments.dept_id,JOIN,Hard
1426,Write a SQL query to perform a LEFT JOIN between sales and products on the product_id column.,SELECT * FROM sales LEFT JOIN products ON sales.product_id=products.product_id,JOIN,Hard
1427,Write a SQL query to find the count for each total_amount in the orders table.,"SELECT total_amount,COUNT(*) FROM orders GROUP BY total_amount",GROUP BY,Easy
1428,Write a SQL query to select all records from departments where manager <= 80.,SELECT * FROM departments WHERE manager<=80,WHERE,Hard
1429,Write a SQL query to retrieve all records from books sorted by genre in descending order.,SELECT * FROM books ORDER BY genre DESC,ORDER BY,Medium
1430,Write a SQL query to perform a LEFT JOIN between employees and departments on the dept_id column.,SELECT * FROM employees LEFT JOIN departments ON employees.dept_id=departments.dept_id,JOIN,Hard
1431,Write a SQL query to select all records from students where age > 80.,SELECT * FROM students WHERE age>80,WHERE,Medium
1432,Write a SQL query to find the max for each salary in the employees table.,"SELECT salary,MAX(salary) FROM employees GROUP BY salary",GROUP BY,Medium
1433,Write a SQL query to retrieve all records from flights sorted by flight_id in ascending order.,SELECT * FROM flights ORDER BY flight_id ASC,ORDER BY,Easy
1434,Write a SQL query to select all records from books where genre >= 7.,SELECT * FROM books WHERE genre>=7,WHERE,Hard
1435,Write a SQL query to calculate the total sum of student_id in the students table.,SELECT SUM(student_id) FROM students,AGGREGATE FUNCTIONS,Medium
1436,Write a SQL query to find the count for each age in the students table.,"SELECT age,COUNT(*) FROM students GROUP BY age",GROUP BY,Easy
1437,Write a SQL query to perform a LEFT JOIN between students and courses on the course_id column.,SELECT * FROM students LEFT JOIN courses ON students.course_id=courses.course_id,JOIN,Hard
1438,Write a SQL query to perform a RIGHT JOIN between orders and customers on the customer_id column.,SELECT * FROM orders RIGHT JOIN customers ON orders.customer_id=customers.customer_id,JOIN,Hard
1439,Write a SQL query to retrieve all records from flights sorted by price in ascending order.,SELECT * FROM flights ORDER BY price ASC,ORDER BY,Easy
1440,Write a SQL query to calculate the total sum of emp_name in the employees table.,SELECT SUM(emp_name) FROM employees,AGGREGATE FUNCTIONS,Medium
1441,Write a SQL query to select distinct values of course_name and credits from courses.,"SELECT DISTINCT course_name,credits FROM courses",SELECT,Hard
1442,Write a SQL query to select all records from orders where total_amount >= 59.,SELECT * FROM orders WHERE total_amount>=59,WHERE,Hard
1443,Write a SQL query to perform a INNER JOIN between employees and departments on the dept_id column.,SELECT * FROM employees INNER JOIN departments ON employees.dept_id=departments.dept_id,JOIN,Medium
1444,Write a SQL query to find the count for each department in the employees table.,"SELECT department,COUNT(*) FROM employees GROUP BY department",GROUP BY,Easy
1445,Write a SQL query to perform a INNER JOIN between sales and products on the product_id column.,SELECT * FROM sales INNER JOIN products ON sales.product_id=products.product_id,JOIN,Medium
1446,Write a SQL query to perform a RIGHT JOIN between students and courses on the course_id column.,SELECT * FROM students RIGHT JOIN courses ON students.course_id=courses.course_id,JOIN,Hard
1447,Write a SQL query to select the price and flight_id columns from the flights table.,"SELECT price,flight_id FROM flights",SELECT,Medium
1448,Write a SQL query to calculate the total sum of first_name in the customers table.,SELECT SUM(first_name) FROM customers,AGGREGATE FUNCTIONS,Medium
